t_ms,PWM,Presion_kPa,
28810,101,-29.312,
28820,101,-29.325,
28830,101,-29.337,
28840,101,-29.394,
28850,101,-29.362,
28860,101,-29.369,
28870,101,-29.344,
28880,101,-29.306,
28890,101,-29.312,
28900,101,-29.325,
28910,101,-29.381,
28920,101,-29.394,
28930,101,-29.356,
28940,101,-29.362,
28950,101,-29.294,
28960,101,-29.369,
28970,101,-29.375,
28980,101,-29.306,
28990,101,-29.306,
29000,101,-29.3,
29010,101,-29.356,
29020,101,-29.406,
29030,101,-29.387,
29040,101,-29.387,
29050,101,-29.337,
29060,101,-29.312,
29070,101,-29.3,
29080,101,-29.306,
29090,101,-29.406,
29100,101,-29.387,
29110,101,-29.381,
29120,101,-29.375,
29130,101,-29.312,
29140,101,-29.312,
29150,101,-29.306,
29160,101,-29.375,
29170,101,-29.4,
29180,101,-29.394,
29190,101,-29.387,
29200,101,-29.325,
29210,101,-29.319,
29220,101,-29.312,
29230,101,-29.325,
29240,101,-29.406,
29250,101,-29.375,
29260,101,-29.375,
29270,101,-29.362,
29280,101,-29.312,
29290,101,-29.312,
29300,101,-29.325,
29310,101,-29.281,
29320,101,-29.287,
29330,101,-29.294,
29340,101,-29.394,
29350,101,-29.394,
29360,101,-29.375,
29370,101,-29.362,
29380,101,-29.3,
29390,101,-29.294,
29400,101,-29.287,
29410,101,-29.35,
29420,101,-29.4,
29430,101,-29.394,
29440,101,-29.375,
29450,101,-29.331,
29460,101,-29.294,
29470,101,-29.294,
29480,101,-29.325,
29490,101,-29.4,
29500,101,-29.394,
29510,101,-29.381,
29520,101,-29.375,
29530,101,-29.312,
29540,101,-29.306,
29550,101,-29.3,
29560,101,-29.362,
29570,101,-29.394,
29580,101,-29.387,
29590,101,-29.381,
29600,101,-29.331,
29610,101,-29.312,
29620,101,-29.3,
29630,101,-29.331,
29640,101,-29.287,
29650,101,-29.287,
29660,101,-29.331,
29670,101,-29.4,
29680,101,-29.4,
29690,101,-29.362,
29700,101,-29.362,
29710,101,-29.287,
29720,101,-29.287,
29730,101,-29.337,
29740,101,-29.381,
29750,101,-29.406,
29760,101,-29.369,
29770,101,-29.362,
29780,101,-29.294,
29790,101,-29.287,
29800,101,-29.287,
29810,101,-29.337,
29820,101,-29.4,
29830,101,-29.4,
29840,101,-29.369,
29850,101,-29.369,
29860,101,-29.287,
29870,101,-29.287,
29880,101,-29.287,
29890,101,-29.387,
29900,101,-29.387,
29910,101,-29.381,
29920,101,-29.369,
29930,101,-29.3,
29940,101,-29.294,
29950,101,-29.294,
29960,101,-29.344,
29970,101,-29.319,
29980,101,-29.287,
29990,101,-29.325,
30000,101,-29.394,
30010,101,-29.35,
30020,101,-29.35,
30030,101,-29.344,
30040,101,-29.281,
30050,101,-29.287,
30060,101,-29.325,
30070,101,-29.394,
30080,101,-29.394,
30090,101,-29.35,
30100,101,-29.35,
30110,101,-29.3,
30120,101,-29.287,
30130,101,-29.281,
30140,101,-29.331,
30150,101,-29.394,
30160,101,-29.356,
30170,101,-29.35,
30180,101,-29.331,
30190,101,-29.281,
30200,101,-29.287,
30210,101,-29.319,
30220,101,-29.394,
30230,101,-29.394,
30240,101,-29.356,
30250,101,-29.35,
30260,101,-29.287,
30270,101,-29.281,
30280,101,-29.281,
30290,101,-29.331,
30300,101,-29.394,
30310,101,-29.331,
30320,101,-29.387,
30330,101,-29.4,
30340,101,-29.35,
30350,101,-29.35,
30360,101,-29.325,
30370,101,-29.294,
30380,101,-29.3,
30390,101,-29.331,
30400,101,-29.387,
30410,101,-29.4,
30420,101,-29.35,
30430,101,-29.35,
30440,101,-29.287,
30450,101,-29.294,
30460,101,-29.325,
30470,101,-29.394,
30480,101,-29.4,
30490,101,-29.35,
30500,101,-29.356,
30510,101,-29.306,
30520,101,-29.294,
30530,101,-29.3,
30540,101,-29.325,
30550,101,-29.394,
30560,101,-29.362,
30570,101,-29.356,
30580,101,-29.3,
30590,101,-29.287,
30600,101,-29.287,
30610,101,-29.325,
30620,101,-29.394,
30630,101,-29.4,
30640,101,-29.331,
30650,101,-29.369,
30660,101,-29.356,
30670,101,-29.362,
30680,101,-29.337,
30690,101,-29.306,
30700,101,-29.312,
30710,101,-29.319,
30720,101,-29.381,
30730,101,-29.394,
30740,101,-29.362,
30750,101,-29.362,
30760,101,-29.294,
30770,101,-29.306,
30780,101,-29.331,
30790,101,-29.344,
30800,101,-29.406,
30810,101,-29.356,
30820,101,-29.356,
30830,101,-29.337,
30840,101,-29.3,
30850,101,-29.306,
30860,101,-29.331,
30870,101,-29.394,
30880,101,-29.356,
30890,101,-29.356,
30900,101,-29.35,
30910,101,-29.294,
30920,101,-29.294,
30930,101,-29.337,
30940,101,-29.4,
30950,101,-29.4,
30960,101,-29.356,
30970,101,-29.344,
30980,101,-29.394,
30990,101,-29.381,
31000,101,-29.381,
31010,101,-29.325,
31020,101,-29.319,
31030,101,-29.312,
31040,101,-29.369,
31050,101,-29.4,
31060,101,-29.369,
31070,101,-29.375,
31080,101,-29.362,
31090,101,-29.312,
31100,101,-29.312,
31110,101,-29.312,
31120,101,-29.369,
31130,101,-29.4,
31140,101,-29.362,
31150,101,-29.362,
31160,101,-29.306,
31170,101,-29.319,
31180,101,-29.325,
31190,101,-29.375,
31200,101,-29.4,
31210,101,-29.362,
31220,101,-29.369,
31230,101,-29.337,
31240,101,-29.306,
31250,101,-29.312,
31260,101,-29.312,
31270,101,-29.387,
31280,101,-29.4,
31290,101,-29.356,
31300,101,-29.369,
31310,101,-29.331,
31320,101,-29.369,
31330,101,-29.375,
31340,101,-29.331,
31350,101,-29.294,
31360,101,-29.294,
31370,101,-29.356,
31380,101,-29.4,
31390,101,-29.387,
31400,101,-29.381,
31410,101,-29.362,
31420,101,-29.3,
31430,101,-29.294,
31440,101,-29.287,
31450,101,-29.356,
31460,101,-29.4,
31470,101,-29.381,
31480,101,-29.381,
31490,101,-29.375,
31500,101,-29.3,
31510,101,-29.306,
31520,101,-29.356,
31530,101,-29.394,
31540,101,-29.4,
31550,101,-29.381,
31560,101,-29.375,
31570,101,-29.375,
31580,101,-29.306,
31590,101,-29.3,
31600,101,-29.356,
31610,101,-29.394,
31620,101,-29.394,
31630,101,-29.381,
31640,101,-29.375,
31650,101,-29.319,
31660,101,-29.362,
31670,101,-29.356,
31680,101,-29.287,
31690,101,-29.281,
31700,101,-29.325,
31710,101,-29.387,
31720,101,-29.387,
31730,101,-29.394,
31740,101,-29.362,
31750,101,-29.331,
31760,101,-29.287,
31770,101,-29.281,
31780,101,-29.337,
31790,101,-29.406,
31800,101,-29.387,
31810,101,-29.369,
31820,101,-29.362,
31830,101,-29.294,
31840,101,-29.287,
31850,101,-29.287,
31860,101,-29.344,
31870,101,-29.4,
31880,101,-29.394,
31890,101,-29.369,
31900,101,-29.362,
31910,101,-29.294,
31920,101,-29.281,
31930,101,-29.35,
31940,101,-29.394,
31950,101,-29.394,
31960,101,-29.381,
31970,101,-29.381,
31980,101,-29.3,
31990,101,-29.294,
32000,101,-29.35,
32010,101,-29.306,
32020,101,-29.287,
32030,101,-29.331,
32040,101,-29.4,
32050,101,-29.4,
32060,101,-29.4,
32070,101,-29.356,
32080,101,-29.337,
32090,101,-29.287,
32100,101,-29.287,
32110,101,-29.331,
32120,101,-29.4,
32130,101,-29.394,
32140,101,-29.356,
32150,101,-29.35,
32160,101,-29.306,
32170,101,-29.294,
32180,101,-29.287,
32190,101,-29.331,
32200,101,-29.394,
32210,101,-29.394,
32220,101,-29.356,
32230,101,-29.362,
32240,101,-29.294,
32250,101,-29.287,
32260,101,-29.337,
32270,101,-29.406,
32280,101,-29.406,
32290,101,-29.4,
32300,101,-29.356,
32310,101,-29.337,
32320,101,-29.281,
32330,101,-29.325,
32340,101,-29.331,
32350,101,-29.294,
32360,101,-29.312,
32370,101,-29.344,
32380,101,-29.4,
32390,101,-29.394,
32400,101,-29.35,
32410,101,-29.356,
32420,101,-29.325,
32430,101,-29.294,
32440,101,-29.331,
32450,101,-29.394,
32460,101,-29.4,
32470,101,-29.406,
32480,101,-29.35,
32490,101,-29.356,
32500,101,-29.319,
32510,101,-29.3,
32520,101,-29.325,
32530,101,-29.4,
32540,101,-29.394,
32550,101,-29.4,
32560,101,-29.356,
32570,101,-29.35,
32580,101,-29.294,
32590,101,-29.294,
32600,101,-29.331,
32610,101,-29.394,
32620,101,-29.4,
32630,101,-29.35,
32640,101,-29.35,
32650,101,-29.306,
32660,101,-29.287,
32670,101,-29.375,
32680,101,-29.369,
32690,101,-29.306,
32700,101,-29.306,
32710,101,-29.369,
32720,101,-29.4,
32730,101,-29.394,
32740,101,-29.375,
32750,101,-29.381,
32760,101,-29.319,
32770,101,-29.306,
32780,101,-29.312,
32790,101,-29.375,
32800,101,-29.394,
32810,101,-29.362,
32820,101,-29.375,
32830,101,-29.362,
32840,101,-29.312,
32850,101,-29.312,
32860,101,-29.312,
32870,101,-29.369,
32880,101,-29.387,
32890,100,-29.362,
32900,100,-29.369,
32910,100,-29.35,
32920,100,-29.312,
32930,100,-29.319,
32940,100,-29.337,
32950,100,-29.356,
32960,100,-29.356,
32970,100,-29.3,
32980,100,-29.275,
32990,100,-29.244,
33000,100,-29.262,
33010,100,-29.237,
33020,100,-29.231,
33030,100,-29.294,
33040,100,-29.312,
33050,100,-29.287,
33060,100,-29.231,
33070,100,-29.181,
33080,100,-29.25,
33090,100,-29.269,
33100,100,-29.294,
33110,100,-29.237,
33120,100,-29.206,
33130,100,-29.175,
33140,100,-29.25,
33150,100,-29.262,
33160,100,-29.219,
33170,100,-29.219,
33180,100,-29.156,
33190,100,-29.2,
33200,100,-29.262,
33210,100,-29.269,
33220,100,-29.231,
33230,100,-29.162,
33240,100,-29.156,
33250,100,-29.194,
33260,100,-29.262,
33270,100,-29.262,
33280,100,-29.231,
33290,100,-29.156,
33300,100,-29.156,
33310,100,-29.212,
33320,100,-29.262,
33330,100,-29.244,
33340,100,-29.219,
33350,100,-29.219,
33360,100,-29.212,
33370,100,-29.162,
33380,100,-29.15,
33390,100,-29.237,
33400,100,-29.269,
33410,100,-29.231,
33420,100,-29.162,
33430,100,-29.156,
33440,100,-29.15,
33450,100,-29.256,
33460,100,-29.262,
33470,100,-29.256,
33480,100,-29.169,
33490,100,-29.131,
33500,100,-29.225,
33510,100,-29.269,
33520,100,-29.25,
33530,100,-29.187,
33540,100,-29.175,
33550,100,-29.175,
33560,100,-29.237,
33570,100,-29.225,
33580,100,-29.231,
33590,100,-29.169,
33600,100,-29.175,
33610,100,-29.187,
33620,100,-29.256,
33630,100,-29.219,
33640,100,-29.219,
33650,100,-29.15,
33660,100,-29.162,
33670,100,-29.219,
33680,100,-29.212,
33690,100,-29.169,
33700,100,-29.256,
33710,100,-29.231,
33720,100,-29.206,
33730,100,-29.175,
33740,100,-29.194,
33750,100,-29.244,
33760,100,-29.219,
33770,100,-29.219,
33780,100,-29.181,
33790,100,-29.156,
33800,100,-29.2,
33810,100,-29.262,
33820,100,-29.219,
33830,100,-29.206,
33840,100,-29.156,
33850,100,-29.15,
33860,100,-29.2,
33870,100,-29.262,
33880,100,-29.231,
33890,100,-29.2,
33900,100,-29.15,
33910,100,-29.156,
33920,100,-29.212,
33930,100,-29.256,
33940,100,-29.237,
33950,100,-29.162,
33960,100,-29.131,
33970,100,-29.156,
33980,100,-29.262,
33990,100,-29.25,
34000,100,-29.187,
34010,100,-29.181,
34020,100,-29.225,
34030,100,-29.156,
34040,100,-29.106,
34050,100,-29.212,
34060,100,-29.256,
34070,100,-29.244,
34080,100,-29.2,
34090,100,-29.169,
34100,100,-29.156,
34110,100,-29.219,
34120,100,-29.25,
34130,100,-29.231,
34140,100,-29.175,
34150,100,-29.181,
34160,100,-29.169,
34170,100,-29.262,
34180,100,-29.231,
34190,100,-29.212,
34200,100,-29.181,
34210,100,-29.175,
34220,100,-29.194,
34230,100,-29.225,
34240,100,-29.219,
34250,100,-29.187,
34260,100,-29.162,
34270,100,-29.194,
34280,100,-29.269,
34290,100,-29.219,
34300,100,-29.219,
34310,100,-29.169,
34320,100,-29.15,
34330,100,-29.194,
34340,100,-29.262,
34350,100,-29.2,
34360,100,-29.256,
34370,100,-29.212,
34380,100,-29.181,
34390,100,-29.15,
34400,100,-29.162,
34410,100,-29.219,
34420,100,-29.256,
34430,100,-29.219,
34440,100,-29.169,
34450,100,-29.15,
34460,100,-29.15,
34470,100,-29.231,
34480,100,-29.256,
34490,100,-29.219,
34500,100,-29.144,
34510,100,-29.144,
34520,100,-29.194,
34530,100,-29.262,
34540,100,-29.262,
34550,100,-29.231,
34560,100,-29.156,
34570,100,-29.156,
34580,100,-29.219,
34590,100,-29.25,
34600,100,-29.244,
34610,100,-29.237,
34620,100,-29.175,
34630,100,-29.169,
34640,100,-29.225,
34650,100,-29.231,
34660,100,-29.237,
34670,100,-29.187,
34680,100,-29.169,
34690,100,-29.162,
34700,100,-29.162,
34710,100,-29.15,
34720,100,-29.269,
34730,100,-29.244,
34740,100,-29.231,
34750,100,-29.175,
34760,100,-29.162,
34770,100,-29.169,
34780,100,-29.256,
34790,100,-29.231,
34800,100,-29.225,
34810,100,-29.175,
34820,100,-29.187,
34830,100,-29.244,
34840,100,-29.219,
34850,100,-29.219,
34860,100,-29.194,
34870,100,-29.162,
34880,100,-29.194,
34890,100,-29.256,
34900,100,-29.219,
34910,100,-29.212,
34920,100,-29.156,
34930,100,-29.156,
34940,100,-29.2,
34950,100,-29.262,
34960,100,-29.219,
34970,100,-29.2,
34980,100,-29.162,
34990,100,-29.156,
35000,100,-29.25,
,,,
,,,
