t_ms,PWM,Presion_kPa,
16100,106,-29.975,
16110,106,-29.975,
16120,106,-29.981,
16130,106,-29.937,
16140,106,-29.937,
16150,106,-29.912,
16160,106,-29.919,
16170,106,-29.937,
16180,106,-29.944,
16190,106,-29.944,
16200,106,-29.944,
16210,106,-29.937,
16220,106,-29.937,
16230,106,-29.937,
16240,106,-29.944,
16250,106,-29.944,
16260,106,-29.937,
16270,106,-29.937,
16280,106,-29.937,
16290,106,-29.875,
16300,106,-29.875,
16310,106,-29.862,
16320,106,-29.837,
16330,106,-29.831,
16340,106,-29.831,
16350,106,-29.831,
16360,106,-29.831,
16370,106,-29.881,
16380,106,-29.894,
16390,106,-29.9,
16400,106,-29.9,
16410,106,-29.912,
16420,106,-29.912,
16430,106,-29.919,
16440,106,-29.912,
16450,106,-29.925,
16460,106,-29.912,
16470,106,-29.931,
16480,106,-29.912,
16490,106,-29.856,
16500,106,-29.856,
16510,106,-29.887,
16520,106,-29.906,
16530,106,-29.894,
16540,106,-29.894,
16550,106,-29.887,
16560,106,-29.9,
16570,106,-29.894,
16580,106,-29.894,
16590,106,-29.881,
16600,106,-29.887,
16610,106,-29.937,
16620,106,-29.931,
16630,106,-29.931,
16640,106,-29.931,
16650,106,-29.887,
16660,106,-29.881,
16670,106,-29.869,
16680,106,-29.869,
16690,106,-29.831,
16700,106,-29.837,
16710,106,-29.844,
16720,106,-29.844,
16730,106,-29.844,
16740,106,-29.856,
16750,106,-29.912,
16760,106,-29.912,
16770,106,-29.906,
16780,106,-29.906,
16790,106,-29.9,
16800,106,-29.887,
16810,106,-29.887,
16820,106,-29.9,
16830,106,-29.875,
16840,106,-29.837,
16850,106,-29.825,
16860,106,-29.831,
16870,106,-29.831,
16880,106,-29.881,
16890,106,-29.894,
16900,106,-29.894,
16910,106,-29.906,
16920,106,-29.912,
16930,106,-29.919,
16940,106,-29.925,
16950,106,-29.919,
16960,106,-29.919,
16970,106,-29.925,
16980,106,-29.931,
16990,106,-29.931,
17000,106,-29.937,
17010,106,-29.931,
17020,106,-29.919,
17030,106,-29.919,
17040,106,-29.881,
17050,106,-29.869,
17060,106,-29.869,
17070,106,-29.869,
17080,106,-29.837,
17090,106,-29.894,
17100,106,-29.894,
17110,106,-29.887,
17120,106,-29.894,
17130,106,-29.894,
17140,106,-29.894,
17150,106,-29.894,
17160,106,-29.937,
17170,106,-29.875,
17180,106,-29.869,
17190,106,-29.869,
17200,106,-29.875,
17210,106,-29.869,
17220,106,-29.9,
17230,106,-29.906,
17240,106,-29.912,
17250,106,-29.919,
17260,106,-29.912,
17270,106,-29.919,
17280,106,-29.912,
17290,106,-29.912,
17300,106,-29.9,
17310,106,-29.894,
17320,106,-29.931,
17330,106,-29.944,
17340,106,-29.937,
17350,106,-29.944,
17360,106,-29.931,
17370,106,-29.925,
17380,106,-29.937,
17390,106,-29.869,
17400,106,-29.869,
17410,106,-29.881,
17420,106,-29.875,
17430,106,-29.875,
17440,106,-29.881,
17450,106,-29.894,
17460,106,-29.9,
17470,106,-29.906,
17480,106,-29.912,
17490,106,-29.937,
17500,106,-29.937,
17510,106,-29.931,
17520,106,-29.9,
17530,106,-29.912,
17540,106,-29.875,
17550,106,-29.869,
17560,106,-29.875,
17570,106,-29.869,
17580,106,-29.887,
17590,106,-29.9,
17600,106,-29.912,
17610,106,-29.894,
17620,106,-29.887,
17630,106,-29.887,
17640,106,-29.9,
17650,106,-29.894,
17660,106,-29.887,
17670,106,-29.931,
17680,106,-29.931,
17690,106,-29.931,
17700,106,-29.931,
17710,106,-29.937,
17720,106,-29.937,
17730,106,-29.931,
17740,106,-29.937,
17750,106,-29.9,
17760,106,-29.869,
17770,105,-29.9,
17780,105,-29.912,
17790,105,-29.919,
17800,105,-29.919,
17810,105,-29.919,
17820,105,-29.912,
17830,105,-29.9,
17840,105,-29.894,
17850,105,-29.9,
17860,105,-29.894,
17870,105,-29.887,
17880,105,-29.875,
17890,105,-29.875,
17900,105,-29.869,
17910,105,-29.869,
17920,105,-29.869,
17930,105,-29.831,
17940,105,-29.825,
17950,105,-29.825,
17960,105,-29.806,
17970,105,-29.8,
17980,105,-29.806,
17990,105,-29.806,
18000,105,-29.781,
18010,105,-29.781,
18020,105,-29.781,
18030,105,-29.787,
18040,105,-29.781,
18050,105,-29.781,
18060,105,-29.781,
18070,105,-29.769,
18080,105,-29.769,
18090,105,-29.762,
18100,105,-29.762,
18110,105,-29.762,
18120,105,-29.762,
18130,105,-29.762,
18140,105,-29.769,
18150,105,-29.769,
18160,105,-29.775,
18170,105,-29.794,
18180,105,-29.806,
18190,105,-29.806,
18200,105,-29.8,
18210,105,-29.806,
18220,105,-29.812,
18230,105,-29.806,
18240,105,-29.812,
18250,105,-29.812,
18260,105,-29.812,
18270,105,-29.812,
18280,105,-29.812,
18290,105,-29.812,
18300,105,-29.806,
18310,105,-29.806,
18320,105,-29.812,
18330,105,-29.806,
18340,105,-29.806,
18350,105,-29.806,
18360,105,-29.812,
18370,105,-29.806,
18380,105,-29.8,
18390,105,-29.806,
18400,105,-29.812,
18410,105,-29.806,
18420,105,-29.8,
18430,105,-29.806,
18440,105,-29.762,
18450,105,-29.769,
18460,105,-29.781,
18470,105,-29.781,
18480,105,-29.794,
18490,105,-29.787,
18500,105,-29.794,
18510,105,-29.706,
18520,105,-29.719,
18530,105,-29.719,
18540,105,-29.731,
18550,105,-29.75,
18560,105,-29.744,
18570,105,-29.737,
18580,105,-29.737,
18590,105,-29.737,
18600,105,-29.737,
18610,105,-29.744,
18620,105,-29.731,
18630,105,-29.744,
18640,105,-29.737,
18650,105,-29.731,
18660,105,-29.731,
18670,105,-29.731,
18680,105,-29.737,
18690,105,-29.731,
18700,105,-29.737,
18710,105,-29.737,
18720,105,-29.737,
18730,105,-29.737,
18740,105,-29.731,
18750,105,-29.731,
18760,105,-29.744,
18770,105,-29.737,
18780,105,-29.737,
18790,105,-29.737,
18800,105,-29.737,
18810,105,-29.737,
18820,105,-29.737,
18830,105,-29.7,
18840,105,-29.681,
18850,105,-29.737,
18860,105,-29.737,
18870,105,-29.737,
18880,105,-29.731,
18890,105,-29.731,
18900,105,-29.731,
18910,105,-29.731,
18920,105,-29.737,
18930,105,-29.737,
18940,105,-29.737,
18950,105,-29.737,
18960,105,-29.737,
18970,105,-29.737,
18980,105,-29.744,
18990,105,-29.737,
19000,105,-29.737,
19010,105,-29.737,
19020,105,-29.737,
19030,105,-29.737,
19040,105,-29.694,
19050,105,-29.694,
19060,105,-29.706,
19070,105,-29.712,
19080,105,-29.719,
19090,105,-29.712,
19100,105,-29.712,
19110,105,-29.719,
19120,105,-29.712,
19130,105,-29.706,
19140,105,-29.706,
19150,105,-29.694,
19160,105,-29.7,
19170,105,-29.687,
19180,105,-29.731,
19190,105,-29.731,
19200,105,-29.737,
19210,105,-29.737,
19220,105,-29.737,
19230,105,-29.737,
19240,105,-29.731,
19250,105,-29.731,
19260,105,-29.731,
19270,105,-29.731,
19280,105,-29.737,
19290,105,-29.731,
19300,105,-29.731,
19310,105,-29.731,
19320,105,-29.737,
19330,105,-29.737,
19340,105,-29.731,
19350,105,-29.737,
19360,105,-29.737,
19370,105,-29.731,
19380,105,-29.744,
19390,105,-29.744,
19400,105,-29.781,
19410,105,-29.787,
19420,105,-29.781,
19430,105,-29.769,
19440,105,-29.762,
19450,105,-29.756,
19460,105,-29.756,
19470,105,-29.762,
19480,105,-29.756,
19490,105,-29.762,
19500,105,-29.756,
19510,105,-29.762,
19520,105,-29.756,
19530,105,-29.756,
19540,105,-29.762,
19550,105,-29.756,
19560,105,-29.762,
19570,105,-29.762,
19580,105,-29.769,
19590,105,-29.781,
19600,105,-29.812,
19610,105,-29.812,
19620,105,-29.806,
19630,105,-29.8,
19640,105,-29.806,
19650,105,-29.806,
19660,105,-29.8,
19670,105,-29.8,
19680,105,-29.8,
19690,105,-29.806,
19700,105,-29.806,
19710,105,-29.806,
19720,105,-29.806,
19730,105,-29.806,
19740,105,-29.8,
19750,105,-29.806,
19760,105,-29.806,
19770,105,-29.812,
19780,105,-29.806,
19790,105,-29.806,
19800,105,-29.8,
19810,105,-29.806,
19820,105,-29.806,
19830,105,-29.806,
19840,105,-29.8,
19850,105,-29.806,
19860,105,-29.769,
19870,104,-29.769,
19880,104,-29.769,
19890,104,-29.756,
19900,104,-29.762,
19910,104,-29.719,
19920,104,-29.719,
19930,104,-29.719,
19940,104,-29.706,
19950,104,-29.706,
19960,104,-29.694,
19970,104,-29.662,
19980,104,-29.669,
19990,104,-29.669,
20000,104,-29.669,
20010,104,-29.662,
20020,104,-29.662,
20030,104,-29.669,
20040,104,-29.662,
20050,104,-29.662,
20060,104,-29.712,
20070,104,-29.731,
20080,104,-29.737,
20090,104,-29.687,
20100,104,-29.687,
20110,104,-29.694,
20120,104,-29.669,
20130,104,-29.669,
20140,104,-29.675,
20150,104,-29.669,
20160,104,-29.675,
20170,104,-29.662,
20180,104,-29.644,
20190,104,-29.625,
20200,104,-29.669,
20210,104,-29.669,
20220,104,-29.669,
20230,104,-29.669,
20240,104,-29.662,
20250,104,-29.662,
20260,104,-29.669,
20270,104,-29.644,
20280,104,-29.644,
20290,104,-29.644,
20300,104,-29.644,
20310,104,-29.644,
20320,104,-29.637,
20330,104,-29.637,
20340,104,-29.625,
20350,104,-29.619,
20360,104,-29.556,
20370,104,-29.556,
20380,104,-29.556,
20390,104,-29.556,
20400,104,-29.6,
20410,104,-29.6,
20420,104,-29.631,
20430,104,-29.631,
20440,104,-29.662,
20450,104,-29.669,
20460,104,-29.662,
20470,104,-29.669,
20480,104,-29.669,
20490,104,-29.662,
20500,104,-29.662,
20510,104,-29.669,
20520,104,-29.662,
20530,104,-29.625,
20540,104,-29.619,
20550,104,-29.631,
20560,104,-29.662,
20570,104,-29.669,
20580,104,-29.669,
20590,104,-29.662,
20600,104,-29.662,
20610,104,-29.669,
20620,104,-29.662,
20630,104,-29.662,
20640,104,-29.662,
20650,104,-29.662,
20660,104,-29.662,
20670,104,-29.662,
20680,104,-29.669,
20690,104,-29.669,
20700,104,-29.669,
20710,104,-29.662,
20720,104,-29.669,
20730,104,-29.625,
20740,104,-29.619,
20750,104,-29.619,
20760,104,-29.619,
20770,104,-29.625,
20780,104,-29.625,
20790,104,-29.619,
20800,104,-29.631,
20810,104,-29.631,
20820,104,-29.637,
20830,104,-29.65,
20840,104,-29.644,
20850,104,-29.644,
20860,104,-29.644,
20870,104,-29.625,
20880,104,-29.625,
20890,104,-29.625,
20900,104,-29.619,
20910,104,-29.625,
20920,104,-29.625,
20930,104,-29.631,
20940,104,-29.631,
20950,104,-29.631,
20960,104,-29.644,
20970,104,-29.65,
20980,104,-29.65,
20990,104,-29.65,
21000,104,-29.65,
21010,104,-29.662,
21020,104,-29.669,
21030,104,-29.662,
21040,104,-29.669,
21050,104,-29.669,
21060,104,-29.719,
21070,104,-29.712,
21080,104,-29.712,
21090,104,-29.712,
21100,104,-29.7,
21110,104,-29.694,
21120,104,-29.687,
21130,104,-29.687,
21140,104,-29.694,
21150,104,-29.694,
21160,104,-29.687,
21170,104,-29.687,
21180,104,-29.656,
21190,104,-29.631,
21200,104,-29.669,
21210,104,-29.712,
21220,104,-29.712,
21230,104,-29.7,
21240,104,-29.694,
21250,104,-29.694,
21260,104,-29.687,
21270,104,-29.694,
21280,104,-29.694,
21290,104,-29.687,
21300,104,-29.694,
21310,104,-29.625,
21320,104,-29.625,
21330,104,-29.637,
21340,104,-29.637,
21350,104,-29.65,
21360,104,-29.65,
21370,104,-29.65,
21380,104,-29.65,
21390,104,-29.65,
21400,104,-29.644,
21410,104,-29.631,
21420,104,-29.625,
21430,104,-29.631,
21440,104,-29.625,
21450,104,-29.625,
21460,104,-29.669,
21470,104,-29.675,
21480,104,-29.669,
21490,104,-29.669,
21500,104,-29.669,
21510,104,-29.744,
21520,104,-29.737,
21530,104,-29.737,
21540,104,-29.7,
21550,104,-29.625,
21560,104,-29.625,
21570,104,-29.619,
21580,104,-29.631,
21590,104,-29.631,
21600,104,-29.619,
21610,104,-29.662,
21620,104,-29.662,
21630,104,-29.662,
21640,104,-29.662,
21650,104,-29.712,
21660,104,-29.731,
21670,104,-29.731,
21680,104,-29.737,
21690,104,-29.731,
21700,104,-29.731,
21710,104,-29.737,
21720,104,-29.731,
21730,104,-29.731,
21740,104,-29.719,
21750,104,-29.712,
21760,104,-29.719,
21770,104,-29.706,
21780,104,-29.7,
21790,104,-29.694,
21800,104,-29.694,
21810,104,-29.681,
21820,104,-29.687,
21830,104,-29.687,
21840,104,-29.694,
21850,104,-29.687,
21860,104,-29.687,
21870,104,-29.694,
21880,104,-29.731,
21890,104,-29.737,
21900,104,-29.731,
21910,104,-29.737,
21920,104,-29.731,
21930,104,-29.731,
21940,104,-29.687,
21950,104,-29.687,
21960,104,-29.687,
21970,104,-29.687,
21980,104,-29.681,
21990,104,-29.687,
22000,104,-29.694,
22010,104,-29.7,
22020,104,-29.712,
22030,104,-29.712,
22040,104,-29.712,
22050,104,-29.712,
22060,104,-29.712,
22070,104,-29.712,
22080,104,-29.706,
22090,104,-29.669,
22100,104,-29.625,
22110,104,-29.619,
22120,104,-29.619,
22130,104,-29.619,
22140,104,-29.619,
22150,104,-29.625,
22160,104,-29.631,
22170,104,-29.631,
22180,104,-29.637,
22190,104,-29.662,
22200,104,-29.656,
22210,104,-29.662,
22220,104,-29.694,
22230,104,-29.7,
22240,104,-29.65,
22250,104,-29.625,
22260,104,-29.625,
22270,104,-29.619,
22280,104,-29.619,
22290,104,-29.619,
22300,104,-29.625,
22310,103,-29.631,
22320,103,-29.637,
22330,103,-29.644,
22340,103,-29.644,
22350,103,-29.656,
22360,103,-29.669,
22370,103,-29.656,
22380,103,-29.662,
22390,103,-29.662,
22400,103,-29.662,
22410,103,-29.669,
22420,103,-29.669,
22430,103,-29.662,
22440,103,-29.669,
22450,103,-29.662,
22460,103,-29.631,
22470,103,-29.631,
22480,103,-29.625,
22490,103,-29.625,
22500,103,-29.562,
22510,103,-29.556,
22520,103,-29.562,
22530,103,-29.556,
22540,103,-29.556,
22550,103,-29.606,
22560,103,-29.644,
22570,103,-29.594,
22580,103,-29.581,
22590,103,-29.575,
22600,103,-29.569,
22610,103,-29.562,
22620,103,-29.562,
22630,103,-29.556,
22640,103,-29.556,
22650,103,-29.6,
22660,103,-29.6,
22670,103,-29.6,
22680,103,-29.637,
22690,103,-29.631,
22700,103,-29.625,
22710,103,-29.625,
22720,103,-29.619,
22730,103,-29.619,
22740,103,-29.619,
22750,103,-29.619,
22760,103,-29.581,
22770,103,-29.562,
22780,103,-29.562,
22790,103,-29.569,
22800,103,-29.575,
22810,103,-29.575,
22820,103,-29.575,
22830,103,-29.581,
22840,103,-29.575,
22850,103,-29.594,
22860,103,-29.587,
22870,103,-29.594,
22880,103,-29.644,
22890,103,-29.556,
22900,103,-29.556,
22910,103,-29.562,
22920,103,-29.594,
22930,103,-29.594,
22940,103,-29.6,
22950,103,-29.656,
22960,103,-29.625,
22970,103,-29.619,
22980,103,-29.625,
22990,103,-29.625,
23000,103,-29.631,
23010,103,-29.637,
23020,103,-29.644,
23030,103,-29.587,
23040,103,-29.575,
23050,103,-29.575,
23060,103,-29.575,
23070,103,-29.569,
23080,103,-29.556,
23090,103,-29.556,
23100,103,-29.556,
23110,103,-29.556,
23120,103,-29.6,
23130,103,-29.6,
23140,103,-29.6,
23150,103,-29.637,
23160,103,-29.625,
23170,103,-29.625,
23180,103,-29.619,
23190,103,-29.619,
23200,103,-29.625,
23210,103,-29.625,
23220,103,-29.619,
23230,103,-29.669,
23240,103,-29.644,
23250,103,-29.65,
23260,103,-29.644,
23270,103,-29.644,
23280,103,-29.637,
23290,103,-29.625,
23300,103,-29.625,
23310,103,-29.556,
23320,103,-29.562,
23330,103,-29.556,
23340,103,-29.556,
23350,103,-29.556,
23360,103,-29.556,
23370,103,-29.556,
23380,103,-29.581,
23390,103,-29.6,
23400,103,-29.612,
23410,103,-29.656,
23420,103,-29.662,
23430,103,-29.619,
23440,103,-29.619,
23450,103,-29.619,
23460,103,-29.631,
23470,103,-29.631,
23480,103,-29.644,
23490,103,-29.625,
23500,103,-29.581,
23510,103,-29.581,
23520,103,-29.581,
23530,103,-29.575,
23540,103,-29.569,
23550,103,-29.569,
23560,103,-29.556,
23570,103,-29.625,
23580,103,-29.581,
23590,103,-29.562,
23600,103,-29.569,
23610,103,-29.575,
23620,103,-29.575,
23630,103,-29.581,
23640,103,-29.581,
23650,103,-29.587,
23660,103,-29.594,
23670,103,-29.594,
23680,103,-29.625,
23690,103,-29.662,
23700,103,-29.669,
23710,103,-29.644,
23720,103,-29.644,
23730,103,-29.644,
23740,103,-29.637,
23750,103,-29.637,
23760,103,-29.631,
23770,103,-29.625,
23780,103,-29.612,
23790,103,-29.562,
23800,103,-29.55,
23810,103,-29.556,
23820,103,-29.556,
23830,103,-29.55,
23840,103,-29.562,
23850,103,-29.562,
23860,103,-29.594,
23870,103,-29.6,
23880,103,-29.65,
23890,103,-29.656,
23900,103,-29.625,
23910,103,-29.556,
23920,103,-29.562,
23930,103,-29.556,
23940,103,-29.6,
23950,103,-29.6,
23960,103,-29.606,
23970,103,-29.662,
23980,103,-29.662,
23990,103,-29.656,
24000,103,-29.619,
24010,103,-29.619,
24020,103,-29.619,
24030,103,-29.625,
24040,103,-29.619,
24050,103,-29.625,
24060,103,-29.631,
24070,103,-29.631,
24080,103,-29.619,
24090,103,-29.581,
24100,103,-29.581,
24110,103,-29.581,
24120,103,-29.581,
24130,103,-29.575,
24140,103,-29.575,
24150,103,-29.6,
24160,103,-29.6,
24170,103,-29.631,
24180,103,-29.669,
24190,103,-29.662,
24200,103,-29.662,
24210,103,-29.662,
24220,103,-29.662,
24230,103,-29.662,
24240,103,-29.606,
24250,103,-29.6,
24260,103,-29.65,
24270,103,-29.669,
24280,103,-29.669,
24290,103,-29.669,
24300,103,-29.644,
24310,103,-29.644,
24320,103,-29.65,
24330,103,-29.65,
24340,103,-29.65,
24350,103,-29.637,
24360,103,-29.631,
24370,103,-29.625,
24380,103,-29.562,
24390,103,-29.562,
24400,103,-29.562,
24410,103,-29.556,
24420,103,-29.556,
24430,103,-29.55,
24440,103,-29.6,
24450,103,-29.6,
24460,103,-29.6,
24470,103,-29.669,
24480,103,-29.669,
24490,103,-29.669,
24500,103,-29.669,
24510,103,-29.619,
24520,103,-29.625,
24530,103,-29.631,
24540,103,-29.631,
24550,103,-29.644,
24560,103,-29.65,
24570,103,-29.656,
24580,103,-29.669,
24590,103,-29.669,
24600,103,-29.625,
24610,103,-29.619,
24620,103,-29.625,
24630,103,-29.619,
24640,103,-29.619,
24650,103,-29.619,
24660,103,-29.631,
24670,103,-29.6,
24680,103,-29.581,
24690,103,-29.581,
24700,103,-29.575,
24710,103,-29.581,
24720,103,-29.587,
24730,103,-29.581,
24740,103,-29.6,
24750,103,-29.637,
24760,103,-29.625,
24770,103,-29.662,
24780,103,-29.669,
24790,103,-29.669,
24800,103,-29.669,
24810,103,-29.662,
24820,103,-29.662,
24830,103,-29.662,
24840,103,-29.631,
24850,103,-29.619,
24860,103,-29.625,
24870,103,-29.619,
24880,103,-29.619,
24890,103,-29.619,
24900,103,-29.575,
24910,103,-29.6,
24920,103,-29.644,
24930,103,-29.644,
24940,103,-29.644,
24950,102,-29.637,
24960,102,-29.625,
24970,102,-29.619,
24980,102,-29.625,
24990,102,-29.556,
25000,102,-29.556,
25010,102,-29.562,
25020,102,-29.556,
25030,102,-29.556,
25040,102,-29.594,
25050,102,-29.6,
25060,102,-29.6,
25070,102,-29.6,
25080,102,-29.556,
25090,102,-29.556,
25100,102,-29.556,
25110,102,-29.512,
25120,102,-29.5,
25130,102,-29.506,
25140,102,-29.506,
25150,102,-29.512,
25160,102,-29.537,
25170,102,-29.531,
25180,102,-29.537,
25190,102,-29.537,
25200,102,-29.531,
25210,102,-29.494,
25220,102,-29.494,
25230,102,-29.5,
25240,102,-29.487,
25250,102,-29.487,
25260,102,-29.5,
25270,102,-29.5,
25280,102,-29.425,
25290,102,-29.425,
25300,102,-29.419,
25310,102,-29.462,
25320,102,-29.469,
25330,102,-29.531,
25340,102,-29.519,
25350,102,-29.525,
25360,102,-29.494,
25370,102,-29.487,
25380,102,-29.487,
25390,102,-29.431,
25400,102,-29.425,
25410,102,-29.425,
25420,102,-29.425,
25430,102,-29.456,
25440,102,-29.531,
25450,102,-29.537,
25460,102,-29.537,
25470,102,-29.5,
25480,102,-29.487,
25490,102,-29.494,
25500,102,-29.494,
25510,102,-29.456,
25520,102,-29.431,
25530,102,-29.437,
25540,102,-29.469,
25550,102,-29.537,
25560,102,-29.537,
25570,102,-29.531,
25580,102,-29.481,
25590,102,-29.487,
25600,102,-29.537,
25610,102,-29.537,
25620,102,-29.531,
25630,102,-29.531,
25640,102,-29.506,
25650,102,-29.506,
25660,102,-29.5,
25670,102,-29.425,
25680,102,-29.419,
25690,102,-29.419,
25700,102,-29.475,
25710,102,-29.475,
25720,102,-29.531,
25730,102,-29.525,
25740,102,-29.525,
25750,102,-29.5,
25760,102,-29.494,
25770,102,-29.475,
25780,102,-29.425,
25790,102,-29.419,
25800,102,-29.425,
25810,102,-29.469,
25820,102,-29.462,
25830,102,-29.537,
25840,102,-29.537,
25850,102,-29.494,
25860,102,-29.487,
25870,102,-29.5,
25880,102,-29.444,
25890,102,-29.425,
25900,102,-29.431,
25910,102,-29.444,
25920,102,-29.469,
25930,102,-29.444,
25940,102,-29.444,
25950,102,-29.431,
25960,102,-29.425,
25970,102,-29.487,
25980,102,-29.537,
25990,102,-29.519,
26000,102,-29.519,
26010,102,-29.512,
26020,102,-29.5,
26030,102,-29.462,
26040,102,-29.437,
26050,102,-29.431,
26060,102,-29.425,
26070,102,-29.475,
26080,102,-29.481,
26090,102,-29.531,
26100,102,-29.531,
26110,102,-29.506,
26120,102,-29.506,
26130,102,-29.5,
26140,102,-29.425,
26150,102,-29.425,
26160,102,-29.419,
26170,102,-29.425,
26180,102,-29.462,
26190,102,-29.506,
26200,102,-29.537,
26210,102,-29.544,
26220,102,-29.494,
26230,102,-29.5,
26240,102,-29.494,
26250,102,-29.437,
26260,102,-29.469,
26270,102,-29.506,
26280,102,-29.519,
26290,102,-29.5,
26300,102,-29.45,
26310,102,-29.456,
26320,102,-29.444,
26330,102,-29.444,
26340,102,-29.5,
26350,102,-29.531,
26360,102,-29.519,
26370,102,-29.519,
26380,102,-29.519,
26390,102,-29.519,
26400,102,-29.512,
26410,102,-29.437,
26420,102,-29.437,
26430,102,-29.431,
26440,102,-29.419,
26450,102,-29.487,
26460,102,-29.537,
26470,102,-29.531,
26480,102,-29.531,
26490,102,-29.506,
26500,102,-29.494,
26510,102,-29.494,
26520,102,-29.469,
26530,102,-29.425,
26540,102,-29.425,
26550,102,-29.419,
26560,102,-29.469,
26570,102,-29.531,
26580,102,-29.537,
26590,102,-29.531,
26600,102,-29.487,
26610,102,-29.525,
26620,102,-29.531,
26630,102,-29.531,
26640,102,-29.537,
26650,102,-29.506,
26660,102,-29.519,
26670,102,-29.519,
26680,102,-29.512,
26690,102,-29.456,
26700,102,-29.437,
26710,102,-29.444,
26720,102,-29.469,
26730,102,-29.5,
26740,102,-29.525,
26750,102,-29.537,
26760,102,-29.531,
26770,102,-29.519,
26780,102,-29.506,
26790,102,-29.512,
26800,102,-29.431,
26810,102,-29.431,
26820,102,-29.431,
26830,102,-29.469,
26840,102,-29.481,
26850,102,-29.537,
26860,102,-29.537,
26870,102,-29.525,
26880,102,-29.506,
26890,102,-29.506,
26900,102,-29.5,
26910,102,-29.431,
26920,102,-29.431,
26930,102,-29.412,
26940,102,-29.5,
26950,102,-29.481,
26960,102,-29.456,
26970,102,-29.444,
26980,102,-29.462,
26990,102,-29.469,
27000,102,-29.512,
27010,102,-29.531,
27020,102,-29.537,
27030,102,-29.506,
27040,102,-29.512,
27050,102,-29.512,
27060,102,-29.5,
27070,102,-29.444,
27080,102,-29.45,
27090,102,-29.437,
27100,102,-29.469,
27110,102,-29.5,
27120,102,-29.531,
27130,102,-29.537,
27140,102,-29.519,
27150,102,-29.512,
27160,102,-29.512,
27170,102,-29.506,
27180,102,-29.431,
27190,102,-29.431,
27200,102,-29.425,
27210,102,-29.469,
27220,102,-29.481,
27230,102,-29.531,
27240,102,-29.537,
27250,102,-29.531,
27260,102,-29.531,
27270,102,-29.481,
27280,102,-29.531,
27290,102,-29.525,
27300,102,-29.525,
27310,102,-29.487,
27320,102,-29.494,
27330,102,-29.494,
27340,102,-29.481,
27350,102,-29.45,
27360,102,-29.444,
27370,102,-29.45,
27380,102,-29.512,
27390,102,-29.531,
27400,102,-29.525,
27410,102,-29.531,
27420,102,-29.5,
27430,102,-29.506,
27440,102,-29.519,
27450,102,-29.506,
27460,102,-29.45,
27470,102,-29.437,
27480,102,-29.444,
27490,102,-29.5,
27500,102,-29.537,
27510,102,-29.531,
27520,102,-29.525,
27530,102,-29.525,
27540,102,-29.512,
27550,102,-29.506,
27560,102,-29.506,
27570,102,-29.494,
27580,102,-29.431,
27590,102,-29.419,
27600,102,-29.462,
27610,102,-29.462,
27620,102,-29.456,
27630,102,-29.444,
27640,102,-29.469,
27650,102,-29.469,
27660,102,-29.525,
27670,102,-29.531,
27680,102,-29.531,
27690,102,-29.531,
27700,102,-29.519,
27710,102,-29.494,
27720,102,-29.506,
27730,102,-29.512,
27740,102,-29.494,
27750,102,-29.444,
27760,102,-29.45,
27770,102,-29.462,
27780,102,-29.506,
27790,102,-29.531,
27800,102,-29.531,
27810,102,-29.531,
27820,102,-29.537,
27830,102,-29.525,
27840,102,-29.512,
27850,102,-29.512,
27860,102,-29.5,
27870,102,-29.431,
27880,102,-29.425,
27890,102,-29.494,
27900,102,-29.487,
27910,102,-29.531,
27920,102,-29.531,
27930,102,-29.531,
27940,102,-29.525,
27950,102,-29.537,
27960,102,-29.531,
27970,102,-29.525,
27980,102,-29.537,
27990,102,-29.531,
28000,102,-29.487,
28010,102,-29.5,
28020,102,-29.5,
28030,102,-29.481,
28040,102,-29.444,
28050,102,-29.456,
28060,102,-29.469,
28070,102,-29.512,
28080,102,-29.531,
28090,102,-29.525,
28100,102,-29.525,
28110,102,-29.531,
28120,102,-29.506,
28130,102,-29.512,
28140,102,-29.512,
28150,102,-29.506,
28160,102,-29.437,
28170,102,-29.425,
28180,102,-29.456,
28190,102,-29.494,
28200,102,-29.531,
28210,102,-29.537,
28220,102,-29.525,
28230,102,-29.531,
28240,101,-29.506,
28250,101,-29.506,
28260,101,-29.506,
28270,101,-29.425,
28280,101,-29.4,
28290,101,-29.487,
28300,101,-29.425,
28310,101,-29.431,
28320,101,-29.437,
28330,101,-29.469,
28340,101,-29.469,
28350,101,-29.469,
28360,101,-29.462,
28370,101,-29.412,
28380,101,-29.387,
28390,101,-29.369,
28400,101,-29.375,
28410,101,-29.4,
28420,101,-29.419,
28430,101,-29.419,
28440,101,-29.419,
28450,101,-29.419,
28460,101,-29.35,
28470,101,-29.325,
28480,101,-29.3,
28490,101,-29.331,
28500,101,-29.4,
28510,101,-29.4,
28520,101,-29.4,
28530,101,-29.35,
28540,101,-29.356,
28550,101,-29.294,
28560,101,-29.294,
28570,101,-29.331,
28580,101,-29.4,
28590,101,-29.406,
28600,101,-29.356,
28610,101,-29.344,
28620,101,-29.4,
28630,101,-29.381,
28640,101,-29.381,
28650,101,-29.369,
28660,101,-29.312,
28670,101,-29.306,
28680,101,-29.362,
28690,101,-29.394,
28700,101,-29.369,
28710,101,-29.369,
28720,101,-29.362,
28730,101,-29.312,
28740,101,-29.312,
28750,101,-29.312,
28760,101,-29.375,
28770,101,-29.394,
28780,101,-29.356,
28790,101,-29.369,
28800,101,-29.362,
