t_ms,PWM,Presion_kPa,,,
11860,107,36,,,
11870,107,35.856,,,
11880,107,35.981,,,
11890,106,36.1,,,
11900,106,36.075,,,
11910,107,36.019,,,
11920,107,35.956,,,
11930,106,36.088,,,
11940,106,36.081,,,
11950,106,36.063,,,
11960,107,35.963,,,
11970,106,36.031,,,
11980,106,36.15,,,
11990,106,36.144,,,
12000,106,36.038,,,
12010,106,36.013,,,
12020,106,36.138,,,
12030,106,36.056,,,
12040,106,36.088,,,
12050,106,35.931,,,
12060,106,36.169,,,
12070,106,36.056,,,
12080,106,35.925,,,
12090,106,35.975,,,
12100,106,35.981,,,
12110,106,36.044,,,
12120,106,35.956,,,
12130,106,35.894,,,
12140,107,35.788,,,
12150,106,35.956,,,
12160,106,35.944,,,
12170,107,35.9,,,
12180,107,35.85,,,
12190,107,35.875,,,
12200,107,35.956,,,
12210,107,36.006,,,
12220,107,35.963,,,
12230,107,35.85,,,
12240,107,36.019,,,
12250,107,36.044,,,
12260,106,36.088,,,
12270,107,35.944,,,
12280,107,36.031,,,
12290,106,36.144,,,
12300,106,36.144,,,
12310,106,36.075,,,
12320,106,36.019,,,
12330,106,36.088,,,
12340,106,36.088,,,
12350,106,36.088,,,
12360,106,35.969,,,
12370,106,35.938,,,
12380,106,35.994,,,
12390,106,36.113,,,
12400,106,35.975,,,
12410,106,35.988,,,
12420,106,36.05,,,
12430,106,35.963,,,
12440,107,35.894,,,
12450,107,35.775,,,
12460,107,35.956,,,
12470,107,35.944,,,
12480,107,35.963,,,
12490,107,35.863,,,
12500,107,35.931,,,
12510,107,36.038,,,
12520,107,36.025,,,
12530,106,36.038,,,
12540,107,35.95,,,
12550,106,36.1,,,
12560,106,36.125,,,
12570,106,36.1,,,
12580,106,35.975,,,
12590,106,36.063,,,
12600,106,36.119,,,
12610,106,36.05,,,
12620,106,36.056,,,
12630,106,35.919,,,
12640,106,36.013,,,
12650,106,36.006,,,
12660,106,36.031,,,
12670,106,35.944,,,
12680,107,35.856,,,
12690,107,35.919,,,
12700,107,35.956,,,
12710,106,36.031,,,
12720,107,35.906,,,
12730,107,35.906,,,
12740,107,35.956,,,
12750,107,35.938,,,
12760,107,35.838,,,
12770,107,35.981,,,
12780,106,36.075,,,
12790,106,36.063,,,
12800,107,35.994,,,
12810,107,36.025,,,
12820,106,36.181,,,
12830,106,36.069,,,
12840,106,36.088,,,
12850,106,35.981,,,
12860,106,36.125,,,
12870,106,36.15,,,
12880,106,36.088,,,
12890,106,36.031,,,
12900,106,36.063,,,
12910,106,36.119,,,
12920,106,36.063,,,
12930,106,36.031,,,
12940,106,35.938,,,
12950,106,35.975,,,
12960,106,36,,,
12970,106,36.05,,,
12980,106,35.988,,,
12990,106,35.869,,,
13000,106,35.906,,,
13010,106,35.969,,,
13020,106,36.031,,,
13030,106,35.913,,,
13040,107,35.875,,,
13050,107,35.819,,,
13060,107,35.963,,,
13070,107,35.788,,,
13080,107,35.894,,,
13090,107,36.019,,,
13100,107,36.031,,,
13110,107,35.956,,,
13120,107,36.006,,,
13130,106,36.175,,,
13140,106,36.156,,,
13150,106,36.113,,,
13160,106,35.988,,,
13170,106,36.106,,,
13180,106,36.138,,,
13190,106,36.163,,,
13200,106,36.006,,,
13210,106,36.019,,,
13220,106,36.125,,,
13230,106,36.125,,,
13240,106,36.056,,,
13250,106,35.981,,,
13260,106,35.956,,,
13270,106,35.988,,,
13280,106,36.038,,,
13290,106,36.038,,,
13300,106,35.881,,,
13310,106,35.931,,,
13320,106,35.981,,,
13330,106,36.094,,,
13340,106,35.925,,,
13350,106,35.925,,,
13360,107,35.85,,,
13370,106,35.956,,,
13380,106,35.913,,,
13390,106,35.925,,,
13400,107,35.675,,,
13410,106,36.013,,,
13420,107,35.95,,,
13430,107,35.856,,,
13440,107,35.919,,,
13450,107,35.956,,,
13460,107,36.031,,,
13470,107,35.963,,,
13480,107,35.95,,,
13490,107,36.006,,,
13500,106,36.131,,,
13510,106,36.106,,,
13520,106,36.038,,,
13530,106,36.094,,,
13540,106,36.181,,,
13550,106,36.175,,,
13560,106,36.044,,,
13570,106,36.013,,,
13580,106,36.075,,,
13590,106,36.119,,,
13600,106,36.113,,,
13610,106,36,,,
13620,106,35.963,,,
13630,106,36.025,,,
13640,106,36.119,,,
13650,106,35.981,,,
13660,106,35.956,,,
13670,106,35.869,,,
13680,106,35.95,,,
13690,106,35.944,,,
13700,106,35.969,,,
13710,107,35.863,,,
13720,107,35.85,,,
13730,107,35.906,,,
13740,107,35.906,,,
13750,107,35.919,,,
13760,107,35.944,,,
13770,106,36.075,,,
13780,107,35.988,,,
13790,107,35.919,,,
13800,107,35.975,,,
13810,106,36.113,,,
13820,106,36.194,,,
13830,106,36.075,,,
13840,106,36.075,,,
13850,106,36.125,,,
13860,106,36.213,,,
13870,106,36.056,,,
13880,106,36.025,,,
13890,106,35.969,,,
13900,106,36.075,,,
13910,106,36.138,,,
13920,106,36.013,,,
13930,106,35.969,,,
13940,106,35.994,,,
13950,106,36.113,,,
13960,106,36.038,,,
13970,106,36.019,,,
13980,106,35.931,,,
13990,106,35.981,,,
14000,106,36.006,,,
14010,106,36.044,,,
14020,106,35.969,,,
14030,106,35.881,,,
14040,106,36,,,
14050,106,36.063,,,
14060,106,36.05,,,
14070,106,35.925,,,
14080,106,36.063,,,
14090,106,35.988,,,
14100,106,35.919,,,
14110,106,35.85,,,
14120,106,35.969,,,
14130,106,36,,,
14140,106,36.006,,,
14150,106,35.888,,,
14160,106,35.913,,,
14170,106,36.006,,,
14180,106,36.006,,,
14190,106,36,,,
14200,107,35.888,,,
14210,107,35.9,,,
14220,107,35.938,,,
14230,106,36.013,,,
14240,106,36.013,,,
14250,107,35.931,,,
14260,107,35.956,,,
14270,106,36.056,,,
14280,106,36.075,,,
14290,106,35.994,,,
14300,106,35.975,,,
14310,106,35.981,,,
14320,106,36.075,,,
14330,106,36.081,,,
14340,106,35.988,,,
14350,107,35.9,,,
14360,106,36.006,,,
14370,106,36.125,,,
14380,106,36.031,,,
14390,106,35.963,,,
14400,107,35.913,,,
14410,106,36.2,,,
14420,106,35.906,,,
14430,107,35.906,,,
14440,106,35.963,,,
14450,106,36.063,,,
14460,106,36,,,
14470,107,35.919,,,
14480,107,35.944,,,
14490,106,36.025,,,
14500,106,36.081,,,
14510,106,35.944,,,
14520,107,35.931,,,
14530,107,35.919,,,
14540,106,36.031,,,
14550,106,36.05,,,
14560,107,35.956,,,
14570,107,35.963,,,
14580,106,36.031,,,
14590,106,36.125,,,
14600,106,36.044,,,
14610,106,35.981,,,
14620,107,35.919,,,
14630,106,36.063,,,
14640,106,36.05,,,
14650,106,36.069,,,
14660,106,35.925,,,
14670,106,35.994,,,
14680,106,36.031,,,
14690,106,36.075,,,
14700,106,36.006,,,
14710,107,35.906,,,
14720,106,35.969,,,
14730,106,35.981,,,
14740,106,36.05,,,
14750,107,35.875,,,
14760,106,36.006,,,
14770,106,36.031,,,
14780,107,35.944,,,
14790,107,35.894,,,
14800,107,35.95,,,
14810,106,36.125,,,
14820,106,36,,,
14830,106,36.013,,,
14840,107,35.9,,,
14850,106,36.05,,,
14860,106,36.025,,,
14870,106,36.044,,,
14880,107,35.938,,,
14890,107,35.956,,,
14900,106,36.088,,,
14910,106,36.075,,,
14920,106,36.05,,,
14930,107,35.919,,,
14940,106,35.963,,,
14950,106,36.006,,,
14960,106,36.094,,,
14970,106,36,,,
14980,107,35.919,,,
14990,106,35.988,,,
15000,106,36.044,,,
15010,106,36.106,,,
15020,106,35.969,,,
15030,106,36,,,
15040,106,35.975,,,
15050,106,36.075,,,
15060,106,35.988,,,
15070,106,35.944,,,
15080,107,35.831,,,
15090,106,36.025,,,
15100,107,35.894,,,
15110,107,35.913,,,
15120,106,36.038,,,
15130,106,36.044,,,
15140,106,36,,,
15150,107,35.919,,,
15160,107,35.913,,,
15170,107,35.963,,,
15180,107,36.006,,,
15190,107,35.975,,,
15200,107,35.913,,,
15210,106,36.063,,,
15220,106,36.131,,,
15230,106,36.131,,,
15240,106,36.013,,,
15250,106,36.063,,,
15260,106,36.131,,,
15270,106,36.175,,,
15280,106,36.081,,,
15290,106,36.038,,,
15300,106,36.138,,,
15310,106,36.181,,,
15320,106,36.163,,,
15330,106,36.05,,,
15340,106,36.063,,,
15350,106,36.031,,,
15360,106,36.113,,,
15370,106,36.056,,,
15380,106,35.956,,,
15390,106,35.931,,,
15400,106,36.025,,,
15410,106,36.075,,,
15420,106,35.831,,,
15430,106,36.038,,,
15440,106,36.038,,,
15450,106,35.988,,,
15460,106,35.881,,,
15470,106,35.863,,,
15480,106,35.906,,,
15490,106,36,,,
15500,106,35.944,,,
15510,107,35.819,,,
15520,107,35.819,,,
15530,106,35.919,,,
15540,106,36.025,,,
15550,106,35.969,,,
15560,107,35.906,,,
15570,107,35.856,,,
15580,106,35.981,,,
15590,107,35.956,,,
15600,106,35.994,,,
15610,107,35.844,,,
15620,107,35.938,,,
15630,106,36.038,,,
15640,106,36.063,,,
15650,107,36,,,
15660,107,35.981,,,
15670,107,36.006,,,
15680,106,36.081,,,
15690,106,36.1,,,
15700,106,36,,,
15710,106,36.056,,,
15720,106,36.106,,,
15730,106,36.206,,,
15740,106,36.113,,,
15750,106,36.025,,,
15760,106,36.156,,,
15770,106,36.038,,,
15780,106,35.988,,,
15790,106,35.938,,,
15800,106,36.05,,,
15810,106,36.05,,,
15820,106,35.981,,,
15830,106,35.875,,,
15840,106,35.944,,,
15850,106,36.031,,,
15860,106,36.063,,,
15870,106,35.956,,,
15880,106,35.888,,,
15890,106,35.906,,,
15900,106,35.95,,,
15910,106,35.981,,,
15920,107,35.875,,,
15930,107,35.819,,,
15940,107,35.844,,,
15950,107,35.963,,,
15960,106,36.056,,,
15970,107,35.944,,,
15980,107,35.938,,,
15990,107,35.956,,,
16000,106,36.113,,,
16010,106,36.031,,,
16020,107,36.013,,,
16030,107,35.963,,,
16040,106,36.056,,,
16050,106,36.138,,,
16060,106,36.044,,,
16070,106,36.019,,,
16080,106,36.019,,,
16090,106,36.294,,,
16100,106,35.988,,,
16110,106,36.05,,,
16120,106,36.081,,,
16130,106,36.1,,,
16140,106,36,,,
16150,106,35.963,,,
16160,106,36.031,,,
16170,106,36.081,,,
16180,106,36.081,,,
16190,106,35.956,,,
16200,106,35.963,,,
16210,106,35.931,,,
16220,106,36.044,,,
16230,106,35.95,,,
16240,106,35.931,,,
16250,107,35.838,,,
16260,106,35.919,,,
16270,106,35.944,,,
16280,106,35.969,,,
16290,107,35.881,,,
16300,107,35.85,,,
16310,107,35.95,,,
16320,106,36.013,,,
16330,106,36.019,,,
16340,107,35.944,,,
16350,107,35.938,,,
16360,106,36.031,,,
16370,106,36.131,,,
16380,106,36.019,,,
16390,106,36.038,,,
16400,106,36.113,,,
16410,106,36.156,,,
16420,106,36.169,,,
16430,106,36.013,,,
16440,106,36.144,,,
16450,106,36.1,,,
16460,106,36,,,
16470,106,36.013,,,
16480,106,36.069,,,
16490,106,36.169,,,
16500,106,36.019,,,
16510,106,36.025,,,
16520,106,35.963,,,
16530,106,36.05,,,
16540,106,36.019,,,
16550,106,36.013,,,
16560,106,35.894,,,
16570,106,35.9,,,
16580,106,35.975,,,
16590,106,36.044,,,
16600,106,35.988,,,
16610,106,35.9,,,
16620,106,35.919,,,
16630,106,35.931,,,
16640,106,36.013,,,
16650,106,35.919,,,
16660,106,35.9,,,
16670,107,35.8,,,
16680,107,35.894,,,
16690,107,35.913,,,
16700,107,35.956,,,
16710,107,35.863,,,
16720,107,35.888,,,
16730,107,36,,,
16740,107,36.019,,,
16750,107,36.013,,,
16760,107,35.925,,,
16770,106,36.081,,,
16780,106,36.038,,,
16790,106,36.031,,,
16800,106,36.144,,,
16810,106,36.194,,,
16820,106,36.094,,,
16830,106,36.075,,,
16840,106,36.075,,,
16850,106,36.1,,,
16860,106,36.144,,,
16870,106,36,,,
16880,106,35.969,,,
16890,106,35.963,,,
16900,106,36.038,,,
16910,106,36.088,,,
16920,106,35.963,,,
16930,106,35.975,,,
16940,106,35.963,,,
16950,106,36.081,,,
16960,106,36.031,,,
16970,106,35.981,,,
16980,106,35.869,,,
16990,106,35.913,,,
17000,106,35.95,,,
17010,106,35.969,,,
17020,106,35.919,,,
17030,107,35.85,,,
17040,107,35.906,,,
17050,107,35.956,,,
17060,106,36.05,,,
17070,107,35.95,,,
17080,107,35.9,,,
17090,107,35.894,,,
17100,106,36.119,,,
17110,107,35.838,,,
17120,107,36.006,,,
17130,106,36.113,,,
17140,106,36.125,,,
17150,106,36.038,,,
17160,106,36.05,,,
17170,106,36.231,,,
17180,106,36.175,,,
17190,106,36.1,,,
17200,106,35.994,,,
17210,106,36.094,,,
17220,106,36.169,,,
17230,106,36.181,,,
17240,106,36.081,,,
17250,106,36.013,,,
17260,106,36.119,,,
17270,106,36.119,,,
17280,106,36.081,,,
17290,106,36,,,
17300,106,35.975,,,
17310,106,36.006,,,
17320,106,36.094,,,
17330,106,36.038,,,
17340,106,35.963,,,
17350,106,35.919,,,
17360,106,36,,,
17370,106,36.1,,,
17380,106,35.981,,,
17390,106,35.913,,,
17400,106,35.906,,,
17410,106,35.956,,,
17420,106,35.956,,,
17430,106,36.006,,,
17440,106,35.919,,,
17450,106,35.988,,,
17460,106,35.969,,,
17470,106,35.863,,,
17480,106,35.919,,,
17490,106,35.956,,,
17500,106,36.056,,,
17510,106,35.956,,,
17520,106,35.9,,,
17530,106,35.844,,,
17540,106,35.95,,,
17550,106,35.95,,,
17560,106,35.975,,,
17570,107,35.838,,,
17580,107,35.85,,,
17590,106,35.969,,,
17600,106,35.981,,,
17610,106,35.988,,,
17620,107,35.881,,,
17630,107,35.9,,,
17640,106,36.006,,,
17650,106,36.056,,,
17660,106,36.006,,,
17670,107,35.925,,,
17680,107,35.944,,,
17690,106,36.025,,,
17700,106,36.113,,,
17710,106,36.006,,,
17720,106,36.031,,,
17730,106,36.013,,,
17740,106,36.131,,,
17750,106,36.013,,,
17760,106,36.013,,,
17770,107,35.844,,,
17780,106,36.056,,,
17790,107,35.931,,,
17800,107,35.944,,,
17810,106,36.038,,,
17820,106,36.119,,,
17830,106,36.069,,,
17840,106,35.988,,,
17850,106,35.975,,,
17860,106,36.025,,,
17870,106,36.081,,,
17880,106,36.056,,,
17890,106,35.956,,,
17900,106,36,,,
17910,106,36.038,,,
17920,106,36.094,,,
17930,106,35.994,,,
17940,106,35.981,,,
17950,106,35.913,,,
17960,106,36.019,,,
17970,106,35.981,,,
17980,106,35.988,,,
17990,107,35.85,,,
18000,107,35.906,,,
18010,107,35.963,,,
18020,106,36.05,,,
18030,106,36.006,,,
18040,107,35.913,,,
18050,106,35.994,,,
18060,106,36.006,,,
18070,106,36.088,,,
18080,106,35.975,,,
18090,107,35.95,,,
18100,107,35.938,,,
18110,106,36.088,,,
18120,107,35.888,,,
18130,107,35.969,,,
18140,106,36.106,,,
18150,106,36.069,,,
18160,106,36.019,,,
18170,107,35.956,,,
18180,106,36.075,,,
18190,106,36.075,,,
18200,106,36.081,,,
18210,106,35.925,,,
18220,106,36.006,,,
18230,106,36.063,,,
18240,106,36.119,,,
18250,106,36.044,,,
18260,106,35.981,,,
18270,106,35.988,,,
18280,106,35.975,,,
18290,106,36.063,,,
18300,106,36,,,
18310,106,35.95,,,
18320,107,35.888,,,
18330,106,35.981,,,
18340,106,36,,,
18350,106,35.975,,,
18360,107,35.919,,,
18370,107,35.894,,,
18380,106,36.013,,,
18390,106,36.019,,,
18400,106,35.988,,,
18410,107,35.881,,,
18420,107,35.95,,,
18430,107,36,,,
18440,106,36.106,,,
18450,106,35.994,,,
18460,106,36.075,,,
18470,106,36.113,,,
18480,106,36.006,,,
18490,106,36.038,,,
18500,106,36.006,,,
18510,106,36.131,,,
18520,106,36.019,,,
18530,106,36,,,
18540,106,35.919,,,
18550,106,35.988,,,
18560,106,36.025,,,
18570,106,36.063,,,
18580,106,35.975,,,
18590,107,35.906,,,
18600,106,35.969,,,
18610,106,35.988,,,
18620,106,36.019,,,
18630,106,35.944,,,
18640,107,35.913,,,
18650,107,35.919,,,
18660,106,36.056,,,
18670,106,36.044,,,
18680,107,35.956,,,
18690,106,36.019,,,
18700,106,36.044,,,
18710,106,36.15,,,
18720,106,36.006,,,
18730,106,36.013,,,
18740,106,35.975,,,
18750,106,36.1,,,
18760,106,36.088,,,
18770,106,35.988,,,
18780,107,35.844,,,
18790,106,36.131,,,
18800,106,36.019,,,
18810,106,35.95,,,
18820,106,36.025,,,
18830,106,36.056,,,
18840,106,36.088,,,
18850,106,35.956,,,
18860,106,35.919,,,
18870,106,35.931,,,
18880,106,36.044,,,
18890,106,36.088,,,
18900,106,35.95,,,
18910,106,35.913,,,
18920,106,35.95,,,
18930,106,36.05,,,
18940,106,35.981,,,
18950,106,35.95,,,
18960,107,35.863,,,
18970,107,35.881,,,
18980,107,35.944,,,
18990,107,35.981,,,
19000,107,35.906,,,
19010,107,35.856,,,
19020,107,35.969,,,
19030,106,36.056,,,
19040,106,36.088,,,
19050,107,36.013,,,
19060,106,36.044,,,
19070,106,36.1,,,
19080,106,36.188,,,
19090,106,36.094,,,
19100,106,36.05,,,
19110,106,36.169,,,
19120,106,36.131,,,
19130,106,36.088,,,
19140,106,36.081,,,
19150,106,36.206,,,
19160,106,36.106,,,
19170,106,36.056,,,
19180,106,35.931,,,
19190,106,36,,,
19200,106,36.1,,,
19210,106,36.106,,,
19220,106,35.981,,,
19230,106,35.969,,,
19240,106,36.044,,,
19250,106,36.075,,,
19260,106,36.031,,,
19270,106,35.931,,,
19280,106,35.913,,,
19290,106,35.888,,,
19300,106,36.013,,,
19310,106,35.944,,,
19320,106,35.894,,,
19330,106,35.825,,,
19340,106,35.913,,,
19350,106,35.975,,,
19360,106,36.013,,,
19370,106,35.938,,,
19380,107,35.825,,,
19390,107,35.881,,,
19400,106,35.931,,,
19410,106,35.963,,,
19420,107,35.881,,,
19430,107,35.844,,,
19440,107,35.863,,,
19450,106,36.044,,,
19460,107,35.881,,,
19470,107,35.994,,,
19480,106,36.05,,,
19490,106,36.031,,,
19500,107,35.981,,,
19510,107,35.919,,,
19520,106,36.05,,,
19530,106,36.088,,,
19540,106,36.131,,,
19550,106,35.994,,,
19560,106,36.025,,,
19570,106,36.15,,,
19580,106,36.138,,,
19590,106,36.038,,,
19600,106,35.963,,,
19610,106,36.025,,,
19620,106,36.019,,,
19630,106,36.044,,,
19640,106,35.975,,,
19650,107,35.9,,,
19660,106,35.963,,,
19670,106,36.013,,,
19680,106,36.119,,,
19690,106,35.994,,,
19700,106,35.969,,,
19710,106,35.963,,,
19720,106,36.088,,,
19730,106,36.025,,,
19740,106,35.981,,,
19750,107,35.869,,,
19760,106,35.931,,,
19770,106,36.025,,,
19780,106,36.075,,,
19790,107,35.775,,,
19800,106,36.019,,,
19810,106,36.044,,,
19820,107,35.944,,,
19830,106,35.969,,,
19840,107,35.931,,,
19850,106,36.069,,,
19860,106,35.988,,,
19870,107,35.944,,,
19880,107,35.881,,,
19890,107,35.981,,,
19900,106,36.081,,,
19910,106,36.063,,,
19920,107,35.988,,,
19930,107,35.975,,,
19940,106,36.1,,,
19950,106,36.094,,,
19960,106,36.081,,,
19970,106,35.981,,,
19980,106,36.056,,,
19990,106,36.088,,,
20000,106,36.15,,,
20010,106,36.044,,,
20020,106,35.981,,,
20030,106,36.031,,,
20040,106,36.088,,,
20050,106,36.113,,,
20060,106,35.956,,,
20070,106,35.938,,,
20080,106,35.906,,,
20090,106,36.038,,,
20100,106,36.019,,,
20110,106,36.006,,,
20120,106,35.894,,,
20130,106,36.119,,,
20140,106,35.975,,,
20150,106,35.913,,,
20160,106,35.925,,,
20170,106,35.95,,,
20180,106,36.006,,,
20190,107,35.9,,,
20200,107,35.875,,,
20210,107,35.831,,,
20220,107,35.956,,,
20230,106,36.019,,,
20240,107,35.956,,,
20250,107,35.944,,,
20260,107,35.956,,,
20270,106,36.113,,,
20280,106,36.063,,,
20290,106,36.019,,,
20300,107,35.906,,,
20310,106,36.075,,,
20320,106,36.138,,,
20330,106,36.125,,,
20340,106,36.025,,,
20350,106,36.113,,,
20360,106,36.181,,,
20370,106,36.156,,,
20380,106,36.094,,,
20390,106,36.006,,,
20400,106,36.063,,,
20410,106,36.106,,,
20420,106,36.113,,,
20430,106,36.056,,,
20440,106,35.938,,,
20450,106,35.981,,,
20460,106,36.156,,,
20470,106,35.956,,,
20480,106,35.975,,,
20490,106,36.081,,,
20500,106,36.006,,,
20510,106,35.994,,,
20520,106,35.894,,,
20530,106,35.919,,,
20540,106,35.963,,,
20550,106,35.994,,,
20560,106,35.931,,,
20570,106,35.856,,,
20580,106,35.906,,,
20590,106,36,,,
20600,106,36.056,,,
20610,106,35.931,,,
20620,106,35.888,,,
20630,107,35.813,,,
20640,106,35.969,,,
20650,106,35.956,,,
20660,106,35.956,,,
20670,107,35.806,,,
20680,107,35.894,,,
20690,107,35.981,,,
20700,106,36.019,,,
20710,106,36.019,,,
20720,107,35.9,,,
20730,107,35.969,,,
20740,107,35.975,,,
20750,106,36.069,,,
20760,107,35.981,,,
20770,107,35.981,,,
20780,106,36.088,,,
20790,106,36.206,,,
20800,107,35.931,,,
20810,106,36.175,,,
20820,106,36.25,,,
20830,106,36.119,,,
20840,106,36.1,,,
20850,106,36.144,,,
20860,106,36.256,,,
20870,106,36.219,,,
20880,106,36.131,,,
20890,106,36.156,,,
20900,106,36.194,,,
20910,106,36.238,,,
20920,106,36.081,,,
20930,106,36.081,,,
20940,106,36,,,
20950,106,36.131,,,
20960,106,36.088,,,
20970,106,36.106,,,
20980,106,35.95,,,
20990,106,36.006,,,
21000,106,36.069,,,
21010,106,36.125,,,
21020,106,36.056,,,
21030,106,35.956,,,
21040,106,35.975,,,
21050,106,35.994,,,
21060,106,36.038,,,
21070,106,35.944,,,
21080,106,35.881,,,
21090,106,35.831,,,
21100,106,35.95,,,
21110,106,35.988,,,
21120,106,35.981,,,
21130,106,35.906,,,
21140,106,36.031,,,
21150,106,35.975,,,
21160,106,35.838,,,
21170,106,35.863,,,
21180,106,35.825,,,
21190,106,35.925,,,
21200,106,35.906,,,
21210,106,35.9,,,
21220,106,35.788,,,
21230,106,35.869,,,
21240,106,35.925,,,
21250,106,35.963,,,
21260,106,35.881,,,
21270,106,35.819,,,
21280,106,35.888,,,
21290,106,35.9,,,
21300,106,35.944,,,
21310,107,35.85,,,
21320,107,35.831,,,
21330,107,35.788,,,
21340,107,35.944,,,
21350,107,35.981,,,
21360,107,35.881,,,
21370,107,35.875,,,
21380,107,35.956,,,
21390,106,36.125,,,
21400,107,36.025,,,
21410,107,36.031,,,
21420,107,35.988,,,
21430,106,36.163,,,
21440,106,36.175,,,
21450,106,36.088,,,
21460,106,36.094,,,
21470,106,36.25,,,
21480,106,36.15,,,
21490,106,36.1,,,
21500,106,36.231,,,
21510,106,36.156,,,
21520,106,36.163,,,
21530,106,36.038,,,
21540,106,36.056,,,
21550,106,36.106,,,
21560,106,36.188,,,
21570,106,36.113,,,
21580,106,36.031,,,
21590,106,36.056,,,
21600,106,36.069,,,
21610,106,36.113,,,
21620,106,36.019,,,
21630,106,35.994,,,
21640,106,35.913,,,
21650,106,36.038,,,
21660,106,36.05,,,
21670,106,36.038,,,
21680,106,35.95,,,
21690,106,35.963,,,
21700,106,36.006,,,
21710,106,36.006,,,
21720,106,35.994,,,
21730,106,35.9,,,
21740,106,35.894,,,
21750,106,35.913,,,
21760,106,36.019,,,
21770,106,35.931,,,
21780,106,35.869,,,
21790,106,35.856,,,
21800,106,35.963,,,
21810,106,35.938,,,
21820,106,35.881,,,
21830,106,35.938,,,
21840,106,35.994,,,
21850,106,35.988,,,
21860,106,35.85,,,
21870,106,35.831,,,
21880,106,35.831,,,
21890,106,35.956,,,
21900,106,35.919,,,
21910,107,35.869,,,
21920,107,35.819,,,
21930,107,35.888,,,
21940,106,35.988,,,
21950,107,35.963,,,
21960,107,35.956,,,
21970,107,35.888,,,
21980,107,35.988,,,
21990,106,36.019,,,
22000,106,36.038,,,
22010,107,35.95,,,
22020,106,36.006,,,
22030,106,36.106,,,
22040,106,36.144,,,
22050,106,36.088,,,
22060,106,36.069,,,
22070,106,36.1,,,
22080,106,36.131,,,
22090,106,36.175,,,
22100,106,36.044,,,
22110,106,36.006,,,
22120,106,36.119,,,
22130,106,36.169,,,
22140,106,36.175,,,
22150,106,36.081,,,
22160,106,36.175,,,
22170,106,36.056,,,
22180,106,36.013,,,
22190,106,35.925,,,
22200,106,36.019,,,
22210,106,36.056,,,
22220,106,36.05,,,
22230,106,35.913,,,
22240,106,35.894,,,
22250,106,36.013,,,
22260,106,36.075,,,
22270,106,36.05,,,
22280,106,35.931,,,
22290,106,35.944,,,
22300,106,35.95,,,
22310,106,36.031,,,
22320,106,35.969,,,
22330,106,35.931,,,
22340,106,35.856,,,
22350,106,35.944,,,
22360,106,35.975,,,
22370,106,36.013,,,
22380,106,35.913,,,
22390,106,35.85,,,
22400,106,35.95,,,
22410,106,35.969,,,
22420,106,35.963,,,
22430,106,35.906,,,
22440,106,35.875,,,
22450,107,35.769,,,
22460,107,35.925,,,
22470,106,35.944,,,
22480,107,35.731,,,
22490,107,35.969,,,
22500,107,36,,,
22510,107,35.95,,,
22520,107,35.913,,,
22530,107,35.988,,,
22540,107,36.031,,,
22550,106,36.106,,,
22560,107,36,,,
22570,106,36.056,,,
22580,106,36.138,,,
22590,106,36.213,,,
22600,106,36.131,,,
22610,106,36.075,,,
22620,106,36.194,,,
22630,106,36.169,,,
22640,106,36.163,,,
22650,106,36.05,,,
22660,106,36.05,,,
22670,106,36.088,,,
22680,106,36.144,,,
22690,106,36.125,,,
22700,106,35.988,,,
22710,106,35.988,,,
22720,106,36,,,
22730,106,36.131,,,
22740,106,35.994,,,
22750,106,35.944,,,
22760,106,35.844,,,
22770,106,35.919,,,
22780,106,35.938,,,
22790,106,35.981,,,
22800,106,35.906,,,
22810,106,35.819,,,
22820,106,36.063,,,
22830,106,35.913,,,
22840,106,35.85,,,
22850,107,35.813,,,
22860,106,35.938,,,
22870,106,35.9,,,
22880,106,35.931,,,
22890,107,35.819,,,
22900,107,35.825,,,
22910,107,35.863,,,
22920,107,35.969,,,
22930,107,35.938,,,
22940,107,35.825,,,
22950,107,35.919,,,
22960,107,35.994,,,
22970,107,36.069,,,
22980,107,35.988,,,
22990,107,35.969,,,
23000,107,35.988,,,
23010,106,36.119,,,
23020,106,36.138,,,
23030,106,36.063,,,
23040,106,36.119,,,
23050,106,36.181,,,
23060,106,36.188,,,
23070,106,36.113,,,
23080,106,36.069,,,
23090,106,36.075,,,
23100,106,36.15,,,
23110,106,36.081,,,
23120,106,36.038,,,
23130,106,35.963,,,
23140,106,35.981,,,
23150,106,36.081,,,
23160,106,35.944,,,
23170,106,36,,,
23180,106,36.031,,,
23190,106,36.063,,,
23200,106,35.938,,,
23210,106,35.919,,,
23220,107,35.825,,,
23230,106,35.956,,,
23240,106,36,,,
23250,106,36.019,,,
23260,107,35.869,,,
23270,107,35.894,,,
23280,106,35.969,,,
23290,106,35.994,,,
23300,106,35.95,,,
23310,107,35.9,,,
23320,107,35.925,,,
23330,107,35.944,,,
23340,106,36.038,,,
23350,106,36,,,
23360,107,35.95,,,
23370,106,36,,,
23380,106,36.088,,,
23390,106,36.088,,,
23400,106,35.988,,,
23410,106,36,,,
23420,106,35.994,,,
23430,106,36.094,,,
23440,106,36,,,
23450,106,36,,,
23460,107,35.863,,,
23470,107,35.975,,,
23480,106,36.013,,,
23490,107,35.9,,,
23500,107,35.963,,,
23510,106,36.056,,,
23520,106,36.063,,,
23530,107,35.975,,,
23540,107,35.95,,,
23550,107,35.956,,,
23560,106,36.05,,,
